ID	sex	age	PC1	PC2	PC3
229	0	58	-12.9794	3.97105	-1.58268
2217	1	55	-10.5555	5.75813	0.0227355
185	0	49	-15.4549	3.40401	-0.652478
3704	0	63	-13.9473	3.51288	-1.69292
68	1	45	-14.7991	5.60996	-1.76072
2146	1	62	-13.5847	3.02789	-1.64879
855	1	68	-13.0982	2.44821	-2.57298
3942	0	61	-10.6249	5.78056	-4.54434
3419	0	61	-12.2955	2.70093	-1.1748
1245	1	41	-9.30696	5.88901	-2.32043
3322	1	65	-10.4839	6.98986	0.110088
404	0	61	-14.3759	3.55357	-1.05315
3465	1	48	-13.6967	2.34458	-2.21653
276	0	56	-13.5306	4.21535	-2.36302
518	0	51	-11.9729	3.86572	-3.603
3526	1	51	-11.5054	2.55877	-0.42849
652	0	62	-11.7195	4.06339	-1.07912
2739	0	62	-12.8406	3.24003	-1.43536
300	1	69	-12.2631	4.61722	-0.529436
1192	1	41	-11.1761	2.91212	-2.33079
3400	1	69	-11.5691	1.85135	-2.61703
1912	0	61	-12.9836	1.96197	-0.483228
1618	0	53	-14.1964	3.6379	1.25239
953	0	53	-15.3796	2.82827	-3.51228
627	0	43	-11.7801	6.8121	-2.59014
420	0	49	-10.2663	5.34357	-3.35206
1429	1	64	-11.3912	4.97399	-3.1125
2972	0	46	-13.2083	5.21706	-1.43224
3280	0	66	-13.5521	4.07686	-2.175
269	1	57	-14.6034	4.30687	-1.30816
1176	1	65	-14.0362	5.40859	-2.3744
2345	1	56	-10.9788	2.99364	0.998606
3507	0	50	-13.8104	5.04246	-1.55861
3174	1	44	-10.9365	4.38868	-1.36702
2044	1	57	-12.8165	0.775676	-2.95157
2811	1	62	-11.4611	5.32327	-3.48534
2900	0	45	-13.1458	6.14051	0.430518
1867	1	62	-15.7857	4.75633	-2.30111
2806	1	62	-12.2999	6.98293	-4.22592
1768	1	45	-13.7131	5.36564	-3.18461
372	0	62	-11.5884	3.45892	-0.883482
2916	0	47	-12.101	5.63476	-1.49782
2540	1	68	-14.3524	3.57278	-2.5457
1224	0	60	-9.49975	1.34313	-0.599879
691	0	41	-12.7263	5.1552	-1.5748
1771	0	58	-13.8716	1.28839	-3.2658
2977	1	62	-12.4058	2.9494	-3.53798
3160	0	60	-11.2153	4.58098	-2.64464
407	0	48	-10.0807	4.29734	-1.51703
654	0	58	-10.4649	1.4563	0.638615
3560	0	60	-12.7977	4.34577	-0.790356
2600	0	61	-11.5583	3.79691	-3.63853
3725	0	58	-11.1648	4.13188	-2.8035
3217	1	68	-12.138	4.47952	-1.65804
2961	1	68	-13.4775	3.53269	-1.04634
1373	1	60	-11.8519	4.67674	-3.82881
1870	0	58	-12.027	2.55043	-2.72942
3085	0	62	-11.7901	2.19236	-0.729528
3920	1	60	-13.1336	4.28529	-2.22247
3705	0	66	-12.239	3.59877	-2.81522
260	1	55	-13.6964	3.8678	-6.9113
3001	0	63	-12.6211	4.10238	-1.72669
571	1	40	-13.7322	-0.0765495	-2.12107
3414	1	60	-11.2473	2.47277	0.867583
3643	0	60	-13.235	4.39188	-0.809662
3614	0	62	-11.6795	3.26787	-2.66078
832	0	60	-13.9437	4.80019	-1.63468
145	1	62	-14.1297	5.42822	-1.9271
886	0	58	-10.1217	-0.405458	0.518617
275	1	66	-14.2661	2.95678	-1.19535
584	1	41	-10.9538	0.912634	-0.100571
2175	1	65	-10.0825	4.64361	-0.826096
2426	1	65	-11.3922	4.04384	-1.10891
1220	0	56	-10.8901	3.62709	-2.08633
2831	1	58	-13.8374	7.15408	-3.60745
308	1	69	-12.2851	4.20807	-1.33763
772	1	58	-13.9552	3.846	-0.448196
2066	1	47	-13.6257	3.88336	-4.98566
1007	0	67	-14.1428	4.25111	-3.55298
3233	0	62	-12.3655	3.81026	-3.0412
2714	0	67	-9.29067	3.58032	-3.77325
3469	0	45	-11.5362	2.04022	-0.799352
2616	1	46	-10.6201	4.59345	-3.12503
894	0	50	-15.3063	3.81035	-2.5831
3346	0	61	-11.7477	0.0682322	1.55186
2982	1	66	-17.8388	4.33029	-2.37247
2971	0	41	-14.6959	3.2793	-0.926891
437	0	54	-13.1642	3.30706	-3.14274
1534	0	67	-14.2141	2.33439	-0.178072
390	1	69	-11.7082	4.32315	-4.70374
2505	0	41	-11.9346	3.15899	-0.674526
3633	0	65	-13.2816	4.2558	-0.657355
3273	0	47	-11.686	1.90686	0.0841834
1754	0	63	-12.4151	5.21764	-2.59344
3041	1	43	-13.0765	2.68529	-1.43621
2374	0	58	-12.6447	6.05519	-5.18223
1130	0	65	-12.1273	4.19731	-1.92466
1913	0	52	-7.7226	1.13921	-2.24048
3245	1	58	-12.5773	4.93657	-1.32334
1166	0	55	-13.2193	4.84409	-2.11909
3327	1	63	-13.2471	4.62116	-1.66696
2577	1	51	-11.3274	4.9435	-2.23283
3165	0	59	-13.7525	2.22153	-2.6819
572	0	56	-12.7146	3.67532	-1.19357
2089	1	49	-16.7615	6.43764	-2.17178
2108	0	65	-11.1005	2.47368	0.225528
792	0	57	-9.29395	2.1303	-0.750698
3762	1	69	-14.179	4.5451	-3.08952
2596	1	62	-12.594	5.05623	0.0654546
3119	1	52	-9.85524	2.92753	-2.59004
2477	1	45	-13.5483	1.9197	-1.2931
3195	0	41	-11.9023	3.26369	-1.37548
223	0	61	-9.3957	2.30914	-1.61345
3351	0	69	-12.4136	1.40604	-2.15449
2612	1	42	-13.5981	5.61158	-2.89015
3857	0	45	-11.4224	5.00192	-3.2248
1183	1	66	-11.967	2.96383	2.40526
1622	0	66	-10.7981	0.814214	2.48181
3170	1	63	-12.9748	1.4736	-2.70443
1581	0	55	-14.0473	5.22559	-0.330585
3888	1	49	-15.8204	4.89663	-1.68168
2671	0	65	-8.45956	5.29043	-3.33305
1709	1	44	-14.4789	5.22257	-1.37861
3218	0	44	-9.16022	2.93111	1.37356
741	1	44	-13.806	4.5878	-4.7931
443	0	59	-14.2087	4.11966	-1.39969
896	0	61	-10.3897	3.50882	-3.93684
1414	0	61	-15.342	4.82186	-2.74445
2011	0	66	-9.5381	4.58778	-2.49636
91	0	61	-9.95438	1.95018	-1.93957
2424	0	65	-13.9878	3.02517	-2.94238
728	1	45	-14.4626	5.61348	0.689896
227	0	48	-13.8436	5.22694	-1.97725
362	0	54	-13.7066	5.39758	-2.81214
3473	0	64	-12.8975	3.64274	-1.84945
1601	1	49	-12.5771	4.30513	-1.92178
497	0	69	-14.2755	4.19807	-0.721208
314	1	42	-13.5249	4.6076	-2.52198
3776	0	54	-11.3205	4.53227	-0.997087
3753	0	47	-10.7248	3.98412	-0.365246
360	1	64	-10.84	2.96979	-1.14378
1167	1	48	-10.3881	3.29455	0.220644
974	1	65	-12.2223	3.67453	-0.737525
2040	1	64	-13.1586	1.92267	-1.11015
3516	1	47	-14.7983	5.28494	-2.49682
309	0	45	-14.4953	4.46288	-1.31217
3060	0	63	-12.3109	5.32148	-1.27388
3000	1	65	-10.0729	0.045369	1.94797
1883	0	69	-12.0835	2.26034	0.638383
3149	1	63	-13.5941	3.4564	-0.72911
3092	0	45	-14.4845	5.11314	-2.76223
3138	1	65	-12.7381	0.949565	-2.48733
2036	0	45	-11.6222	2.21244	-2.17342
1905	0	59	-11.5002	7.31568	-0.264766
712	0	64	-12.3048	5.87558	-2.36356
1504	0	61	-9.55121	3.31289	-3.95095
246	1	59	-10.6554	-0.346893	-1.57052
3952	0	63	-11.9478	3.52746	-1.9103
3974	0	46	-10.2014	3.62399	-3.12403
3607	0	65	-12.3423	4.4118	0.209855
327	1	59	-11.4294	3.90459	-0.11197
513	1	65	-12.7106	2.61566	-5.25882
3748	1	48	-15.1367	3.89725	-2.87241
1048	0	67	-11.3409	2.73688	0.362906
1637	1	61	-11.674	2.42874	-2.4554
3755	1	63	-11.224	5.47566	-4.1413
2611	1	61	-13.0518	4.07674	-2.05157
2843	0	65	-12.2006	5.28523	-0.155282
825	0	45	-11.6145	3.64528	-3.23702
2378	0	61	-11.5269	4.90355	-1.1788
3793	0	57	-13.8956	3.64062	-3.31485
1541	1	61	-12.837	2.35534	-4.80572
1001	1	70	-11.373	2.11608	-1.238
1911	0	43	-13.7661	3.0688	-2.63035
1199	0	60	-12.7206	5.60311	-0.923263
1620	0	55	-12.5801	6.94692	-3.76499
2301	0	47	-15.9343	5.1756	-4.35669
1514	0	69	-12.0041	1.92785	-3.47004
3113	0	64	-12.5549	5.94962	-0.395319
2013	0	63	-9.01907	6.59606	-3.21041
1707	0	44	-12.2225	5.17986	0.852235
693	0	57	-13.8372	2.20658	-3.34238
3783	1	57	-12.8838	0.651735	-4.29744
3472	0	61	-8.94129	5.18771	-1.51034
3230	0	61	-14.1028	5.61002	-1.16952
3545	0	61	-11.0025	3.52139	-1.2212
3583	0	43	-11.3613	4.52535	-1.73414
182	0	55	-11.9271	3.47263	-0.0532917
88	1	43	-14.4481	6.10055	-5.38297
2471	0	54	-11.1144	4.73659	0.180384
2285	0	44	-12.6582	2.57059	-2.43304
1238	1	59	-14.771	4.4105	-1.00446
688	0	53	-13.2046	3.15459	-1.48885
3962	1	64	-11.6666	5.78632	-0.947675
3959	1	53	-11.9624	2.69583	-0.634956
3940	1	60	-11.6725	3.51893	-0.856157
271	0	63	-12.0346	3.66435	-1.05643
3785	0	51	-12.2187	3.42869	-0.815217
3013	0	59	-12.7784	5.59556	-1.79053
2488	0	68	-14.4672	7.43006	-2.43484
885	0	67	-14.8011	5.62585	1.38146
1977	0	43	-13.8815	3.40094	0.612166
3213	0	46	-10.5058	4.31987	-3.17271
3929	1	68	-9.26998	1.38401	-0.24432
1304	0	68	-12.0659	6.0917	-1.45441
1589	0	57	-11.3012	3.63626	-0.526021
3571	0	66	-12.3246	6.23966	-0.856685
2742	1	63	-12.6679	3.99141	-2.84445
2145	1	67	-12.465	3.90866	-3.29527
1836	1	62	-10.0102	4.40847	-1.04479
2442	0	47	-9.15977	1.06899	1.80901
555	0	48	-12.8378	2.0634	-3.37505
1992	1	64	-12.5421	1.54336	-1.05276
130	0	41	-10.0701	2.90274	-0.229942
1450	1	65	-16.3784	3.19893	-4.68209
583	0	61	-12.1704	3.79277	-4.10804
2026	0	67	-11.1877	5.31255	-2.06247
638	0	44	-12.6887	6.11206	0.987703
2642	0	56	-13.0453	4.93047	0.427275
90	0	52	-10.8172	1.88484	-0.455326
358	1	50	-14.326	3.83805	-0.637561
431	0	69	-15.7303	4.18681	-0.881478
1100	1	52	-13.2616	4.31	-4.74524
2418	0	54	-12.3499	3.53835	-0.836422
619	0	62	-13.2238	1.94819	-4.37104
2581	1	56	-11.3129	3.98262	-0.296011
19	0	47	-8.8683	5.34122	-0.440945
1731	1	63	-11.9498	5.1407	-4.41418
3531	0	63	-11.6283	5.85909	-2.80453
2056	1	64	-13.5365	2.11512	-3.31693
1553	0	66	-13.5261	3.84861	-4.94831
139	1	63	-10.6064	5.10149	-0.521237
146	0	61	-9.56871	4.84602	-2.47426
1826	1	49	-12.1389	3.48053	-0.137866
306	0	58	-15.2232	4.45963	1.48196
1099	1	47	-10.9208	5.13621	-3.0675
863	1	47	-11.7329	1.62925	0.371979
1464	0	59	-8.33803	1.07152	0.123593
1080	0	59	-13.3233	4.55701	-0.918077
3257	1	65	-14.4983	4.35862	-1.91
3116	1	62	-12.7342	3.92052	-0.088996
2808	1	51	-11.3223	2.20563	0.282214
3058	0	67	-11.2542	3.16398	-0.422149
472	0	67	-15.5468	5.40586	-1.69718
3677	0	61	-12.5713	5.23813	-0.0547223
625	1	59	-11.1796	5.08004	-2.93264
3693	0	44	-12.5837	5.29169	-2.53322
2397	0	56	-12.0563	0.882717	-3.71796
3391	1	67	-12.5832	5.30465	-0.683923
1839	1	50	-12.5464	5.17709	-3.54017
1779	0	62	-14.3522	5.63554	-2.78789
875	1	60	-10.1909	1.4377	-3.95603
421	0	59	-11.9572	4.0251	-0.930726
1347	0	70	-13.1241	1.60629	-1.11938
1469	0	46	-10.9984	5.44029	-2.5944
445	1	43	-13.8313	1.78791	-2.10325
3204	1	60	-13.6159	6.3753	-1.71463
2518	0	56	-11.8311	4.58149	-1.02825
236	1	59	-13.6695	0.851357	0.890177
1841	0	63	-10.4044	2.85311	-0.474298
2429	1	45	-13.1502	5.49223	-1.70199
51	1	56	-13.806	6.20865	-1.52573
3498	0	47	-10.9366	3.73233	-0.998526
1267	0	62	-17.5913	4.8552	-2.97488
2390	0	55	-11.3459	4.83612	-3.85751
1736	0	42	-11.7898	3.95115	-3.14819
3956	0	56	-11.2536	4.13365	-4.46593
2584	1	68	-11.4675	1.55143	-1.51761
2614	1	63	-12.3541	5.99591	-2.77006
2208	1	61	-10.4189	1.80908	-1.41655
1563	0	50	-15.2721	3.6252	-3.87179
3375	0	55	-10.896	5.83946	-3.97037
3288	1	67	-10.6569	5.32916	0.526644
263	0	48	-11.1587	2.28332	0.0294061
434	0	52	-12.9235	4.70628	0.179708
107	0	60	-12.6699	3.42759	-3.51927
2936	1	60	-12.2596	3.99198	-3.10588
602	1	62	-12.8539	2.76188	-0.564921
3682	0	65	-10.4033	2.58119	-3.77785
3709	1	57	-10.1562	3.22069	-0.767973
3522	0	61	-13.8857	3.39892	-3.73087
3585	0	47	-9.42269	5.46555	-3.66599
2184	1	46	-10.914	3.10154	0.889325
869	0	46	-11.0042	3.75171	-0.529815
493	0	67	-10.2062	1.9987	-1.82379
3961	0	52	-9.49832	2.44824	-1.61686
3740	0	51	-10.9462	5.60275	-1.9749
3290	0	61	-14.052	4.34904	-4.7697
285	0	41	-12.7955	2.24596	-0.896789
2828	0	66	-10.2199	5.94515	-0.481466
3520	1	62	-12.6181	4.6802	1.44983
2720	0	56	-12.2531	5.71659	-3.8251
3914	0	61	-6.69864	4.29255	-1.65601
2835	1	64	-15.22	6.41175	-2.99504
1449	0	59	-14.4665	4.88405	-2.75949
1331	1	62	-11.333	1.29438	-1.24462
1214	0	53	-10.8064	-0.305344	-3.78745
1396	1	46	-13.1588	5.21833	-0.38593
3915	0	40	-11.891	3.28398	-0.494994
3266	0	59	-10.2944	2.90251	1.63903
1097	1	55	-13.5641	1.25526	-0.0695007
2457	0	53	-14.375	4.49714	-3.08742
2257	1	67	-12.7195	3.901	-1.52788
3774	0	43	-11.4133	4.513	-3.23546
3900	0	69	-14.4538	4.01894	-2.78092
2736	0	69	-11.7331	3.79576	-2.03009
1920	1	67	-9.89027	2.93161	-2.2877
1751	0	43	-15.5759	6.02801	-2.78212
3581	1	53	-10.0642	5.11682	-0.782032
3471	1	50	-9.88533	3.80698	2.56304
3374	0	53	-14.2067	2.98873	-3.25278
3496	1	58	-12.7898	6.55593	-3.06444
13	0	64	-10.6698	3.4857	-2.5724
2514	0	62	-10.2229	4.0416	-1.68312
3737	0	58	-10.8491	2.53129	-5.05132
3214	0	54	-12.9983	1.21358	-1.90761
1109	0	67	-12.9834	3.5318	-1.83739
3097	1	52	-14.2137	4.30921	-2.51478
3503	0	61	-12.8516	5.13901	-1.39392
3334	1	66	-10.839	4.77358	-0.778389
1906	0	51	-14.2261	2.55369	-5.07212
1400	1	63	-11.7435	4.60562	-3.48457
922	0	54	-12.087	4.77849	1.05275
2674	0	48	-14.1413	3.92847	-0.840697
389	0	47	-13.8576	5.25966	0.850024
2071	0	47	-14.0423	4.96164	-1.01058
631	1	66	-9.73668	-0.189029	1.52677
86	0	52	-13.7962	1.35409	0.105247
1206	0	63	-12.1823	2.39045	-2.20031
2760	1	67	-15.7244	3.44348	-0.503422
1117	0	54	-13.317	5.31995	-5.24149
3073	0	57	-11.8806	5.72812	-4.00075
3930	0	58	-13.1922	5.22207	-2.02632
981	1	68	-10.809	3.50425	2.06095
827	0	57	-16.0656	4.58746	-1.0421
949	1	42	-11.3308	2.43658	-1.7842
3721	0	61	-13.4342	3.81068	-4.1118
2155	0	52	-12.898	1.85288	-0.814072
100	0	68	-11.8277	4.3117	-0.142729
1663	1	49	-11.6231	3.76734	-2.40427
573	1	68	-10.8791	3.20324	-0.259521
82	1	53	-12.0607	3.70039	-1.1108
1383	1	60	-12.9339	4.44214	1.68823
1018	0	55	-11.6492	5.47221	-0.0770309
534	1	67	-13.6177	0.691133	-4.11344
393	0	59	-13.3818	1.99073	-5.5224
3065	0	63	-13.406	1.81824	-4.8382
3275	0	49	-12.8316	5.11466	-1.83708
2088	0	57	-11.6276	2.4469	1.02166
1003	0	59	-12.0024	3.84017	-2.40784
2047	0	61	-10.9163	4.9273	-1.77437
2137	0	56	-11.7555	1.46666	-1.13435
1068	1	53	-15.0403	6.29562	-4.06854
5	0	55	-14.0692	4.28505	1.04787
2691	1	63	-12.7118	6.5356	-1.83272
902	0	61	-11.7404	1.91713	-2.33934
2415	1	62	-12.8014	3.63023	-2.33174
2283	0	47	-13.2516	7.7522	-3.00126
297	1	65	-10.885	4.44688	-0.637976
2874	1	53	-9.8254	3.56198	1.02752
2201	1	65	-12.1066	3.59315	-0.47944
1121	0	59	-11.8511	5.60307	-0.476149
722	0	50	-12.5098	4.57781	-4.36545
803	0	59	-11.2291	0.247633	1.3666
3936	1	66	-13.0837	6.01952	-0.81828
3388	0	59	-9.59236	1.71798	0.492753
224	0	41	-11.0336	1.90359	-3.51933
2112	0	67	-12.9834	3.9436	-2.67826
3897	1	49	-11.3317	1.60392	0.834697
369	1	60	-14.8823	2.23962	0.592469
2985	0	64	-11.9563	3.74723	-1.37362
1689	1	40	-10.1281	2.25592	0.319092
1713	0	47	-9.4209	3.49484	-2.70426
947	0	66	-11.8675	3.88991	0.673473
2943	1	59	-13.714	3.82954	1.91462
3663	0	59	-12.0965	4.47597	-0.632089
3264	0	59	-12.8661	3.40229	0.321652
2703	1	62	-15.5177	7.08462	-0.678101
3190	0	51	-14.0803	1.6653	-2.37357
476	1	59	-11.6419	5.77889	-1.55078
1517	1	42	-14.0784	5.91078	-1.14039
1478	1	51	-13.1553	5.95702	-1.38946
3162	1	62	-14.4042	2.00894	-1.78982
3328	0	56	-12.8312	5.1174	-0.701496
2722	1	67	-14.9393	5.09722	-1.4115
53	0	41	-14.8233	2.86381	-3.70574
2996	1	64	-14.8909	5.54107	-0.0909775
1204	0	52	-12.7562	4.45438	-3.84443
3448	1	41	-9.66405	4.0902	-1.01075
1706	1	49	-13.118	2.98529	-0.915038
1592	0	49	-13.42	4.22043	0.280337
1161	0	42	-10.5167	4.0228	0.989176
867	1	67	-13.4853	2.45275	-2.7329
753	0	53	-12.3867	4.45555	0.891371
3258	0	60	-11.4503	2.2668	1.53449
1585	0	59	-12.2957	3.25099	-3.44805
1871	0	57	-13.5302	3.48319	-2.94571
3284	0	69	-13.539	4.60632	-1.5206
484	0	45	-12.0799	2.01043	-1.81399
3687	1	62	-12.2342	4.07026	-1.32456
2313	0	58	-11.5861	2.9556	-0.617078
171	0	48	-12.8968	2.73437	-1.94015
3381	1	42	-13.1591	5.2964	0.25575
3187	0	66	-12.606	1.36655	-1.23773
778	0	60	-10.3801	4.08775	-2.62592
2174	1	65	-11.6328	3.67661	2.31079
2427	1	56	-12.9227	6.93203	-2.47261
2385	0	63	-12.3055	2.70357	-3.79232
2807	1	58	-11.9595	3.86325	-0.28121
3115	1	63	-12.0238	1.51984	0.0951685
2658	0	56	-11.7263	6.62079	0.470688
1627	1	61	-11.3009	3.32424	0.49397
3127	0	42	-13.7807	4.05346	-3.65976
361	0	53	-14.5268	4.51114	-1.62082
1643	0	66	-11.3261	3.72438	-1.06051
2214	0	63	-10.5302	2.9962	0.938775
3619	1	52	-7.96076	0.262791	0.739531
96	0	52	-9.29968	5.58693	0.502856
3122	0	57	-13.8418	3.76397	-3.53648
3758	0	62	-14.2003	4.01739	0.720691
3683	0	46	-12.889	2.4885	-0.971411
1177	0	68	-12.6817	2.79787	-0.578818
1460	1	66	-11.3686	3.34597	-0.303185
330	0	54	-11.6295	3.00677	-2.47945
2726	1	58	-12.8266	2.14062	-4.87559
3077	0	42	-10.7447	4.42587	-0.52493
630	0	66	-12.0946	3.95787	-0.551821
3412	1	54	-10.6973	2.92302	1.88895
836	0	58	-10.9721	1.19323	-1.68739
818	1	42	-12.4101	2.72028	-1.01129
3396	1	43	-13.5913	4.88843	-2.77607
1357	1	61	-10.993	0.267717	-0.683264
1607	0	65	-11.092	5.55828	-1.05888
554	0	49	-11.9305	4.01691	-2.46856
3921	0	50	-11.2864	1.74324	2.10966
3493	0	51	-11.5469	4.29732	-1.73887
3731	1	58	-14.6669	5.83813	-3.24412
849	1	68	-11.9164	3.45503	-0.939174
376	1	51	-11.8163	5.02547	0.293146
2994	1	48	-9.4026	4.0254	-2.88656
2731	1	68	-9.70736	1.98075	2.37161
2006	1	43	-13.5398	6.44003	-1.13615
225	0	60	-9.68444	3.43564	-0.294929
2099	1	68	-11.537	3.27423	-0.757439
142	0	55	-14.404	5.92636	-2.37734
1421	0	49	-11.7775	4.49165	-1.7877
1881	0	60	-13.9806	5.54668	-3.08184
2724	1	58	-13.3269	2.06945	-2.61741
574	1	68	-14.7591	1.69863	-1.60058
2462	0	57	-11.6541	3.8997	-1.19488
2181	1	66	-11.6162	4.60298	-2.03594
704	0	51	-12.5144	5.68953	-4.25314
2862	1	61	-12.4829	6.09747	-1.0428
3844	1	41	-12.8229	3.1544	2.57999
1114	0	66	-12.0835	2.16174	-0.354534
2744	0	40	-14.1055	3.04031	0.735242
3999	0	62	-12.1643	4.3746	0.303553
478	1	45	-12.4462	1.40942	-2.25986
3300	1	64	-8.92201	3.58466	-1.32232
31	1	51	-12.0284	2.24865	-3.07663
1404	0	61	-14.7264	6.03408	-1.01484
3324	0	61	-12.2485	2.42605	-0.476269
1300	0	41	-13.3545	3.34395	-2.49332
3410	0	49	-13.3569	3.44053	0.377845
1551	0	58	-14.4013	2.99843	-1.07672
3852	0	60	-13.9583	4.48029	0.946611
854	1	69	-12.2828	7.62435	-1.05586
255	0	59	-14.4725	3.41404	-3.38525
842	1	59	-13.3488	2.56459	-2.08446
1944	1	58	-12.6931	6.10541	-6.33736
3815	1	63	-13.9467	4.46448	-3.07315
3617	0	58	-14.059	2.75307	-0.20749
3872	1	63	-11.5543	2.60726	-1.54959
2927	0	64	-10.2506	0.742785	-3.47265
851	1	64	-10.9046	4.8182	-0.834207
1633	0	58	-12.8098	5.90505	-2.9033
122	0	49	-14.2527	3.32596	-1.916
34	1	63	-10.4941	5.22534	-2.1443
2790	0	49	-13.3577	3.62828	-1.89154
557	0	68	-11.8534	1.03802	1.19195
2380	0	56	-13.0514	3.53282	0.453511
1031	1	61	-11.9555	4.5527	-1.05221
3993	0	46	-9.50658	2.75342	-3.50376
3019	0	54	-13.118	5.68176	-3.81104
1030	1	49	-15.1121	5.10594	0.529875
1815	1	54	-14.0902	3.48619	0.483625
641	1	60	-11.4064	3.37889	-0.858562
1708	0	56	-14.4461	3.07719	-2.40547
79	0	64	-14.087	5.93169	-0.572381
1033	1	64	-14.1344	3.43576	-2.45708
801	0	60	-11.3876	2.84832	-1.47208
412	0	69	-12.9418	2.85291	-3.04151
291	0	50	-12.9535	1.80843	-2.04818
3277	1	55	-13.1786	3.425	-4.87795
2545	1	50	-11.9521	3.00786	-0.722289
222	0	63	-12.2954	3.54199	0.541603
2537	1	53	-12.0801	3.51601	-2.91037
3108	0	67	-15.2612	5.11983	-1.06314
3736	0	66	-12.916	4.06066	-0.794879
1034	1	69	-12.9269	3.89758	-0.588684
3287	1	66	-13.3715	2.82271	-5.08743
2465	1	65	-12.8962	3.3081	-1.86836
669	1	68	-11.0489	1.74767	-3.22755
1219	1	56	-11.8946	6.30744	1.83976
3079	1	63	-13.2125	4.2931	-3.54148
991	0	42	-14.0325	5.33694	-1.01822
2107	0	63	-11.3362	5.7549	-1.9323
1481	1	67	-10.8354	2.31875	-0.848685
1470	0	61	-11.6406	3.90507	-3.40294
3033	0	65	-11.2103	3.37456	-2.33041
3157	0	55	-14.0403	5.93271	0.645725
359	1	61	-11.4122	1.42575	-1.9809
2290	1	46	-10.0585	2.5868	-1.82605
1979	0	60	-10.633	5.83611	-0.315021
3458	0	42	-12.262	0.866979	-1.4568
784	0	48	-11.0501	3.60986	-1.58209
2105	1	65	-14.0279	3.21596	-0.0276081
116	1	41	-11.1539	1.1548	-3.05622
2753	0	60	-11.3855	3.69435	-2.1742
930	0	59	-15.3727	2.66847	-0.0836464
3371	0	60	-11.7894	5.60603	1.31029
1052	0	69	-11.4066	3.01177	-1.11799
3479	0	69	-12.1509	5.2258	-1.69838
2350	0	63	-13.1223	5.4766	-1.11248
38	0	49	-8.79759	4.04411	0.279449
2129	0	66	-14.0848	3.93489	0.421497
3431	1	40	-11.6267	3.20152	-0.209592
3293	1	57	-12.3158	5.92076	-1.94992
2535	0	65	-11.9803	1.34893	0.618609
3464	1	43	-13.8026	3.75654	-1.09999
1458	0	47	-11.3798	3.6288	-3.07824
2432	0	67	-11.5553	5.03913	1.25734
780	0	58	-16.09	2.15001	-2.51353
2954	0	62	-12.4347	3.91752	-3.89237
2793	0	45	-13.5653	5.83638	-2.00521
1696	0	51	-14.6929	3.25106	-0.988813
1308	0	47	-10.9706	1.53391	0.324203
976	1	59	-13.5644	4.08353	-1.40275
2340	1	59	-10.4199	7.284	-1.82784
2746	1	64	-12.9867	3.24077	-1.37498
1981	0	64	-10.7353	4.29309	-0.626801
3091	0	49	-8.88315	4.2466	-0.0815234
2509	1	49	-13.4947	4.42464	-0.781419
2475	0	43	-14.6369	2.47201	1.2213
2275	0	45	-11.7392	0.397513	0.235709
3668	0	50	-11.4934	2.50208	-1.53307
3383	1	58	-13.0622	3.16022	-1.96349
3509	1	52	-14.3603	4.67189	-5.01299
3320	0	60	-9.4049	6.51142	-4.20324
1559	0	44	-10.564	5.44536	-3.40836
2928	0	62	-10.5974	3.22975	-2.03615
2940	1	62	-11.2146	2.66827	-2.07146
3532	0	48	-16.2626	3.29251	-3.12796
2363	0	61	-8.80771	5.42565	-3.35704
3949	0	66	-15.3129	4.39903	-2.10387
1025	1	69	-12.6864	2.47131	-1.69997
2140	1	68	-13.9989	2.86374	-3.12971
3855	0	54	-14.3346	3.99335	-2.41759
3550	1	64	-12.6868	3.10261	-3.23631
2798	0	51	-13.7983	4.95619	-1.20513
17	1	66	-11.1279	1.58255	-0.716988
1225	0	47	-14.7934	2.04561	0.276477
406	0	64	-10.1323	3.0369	-2.57523
1565	1	51	-11.209	2.39353	-4.32851
2759	0	58	-8.6037	0.297482	-0.219641
2151	0	66	-13.0595	3.50106	-4.62763
3801	1	59	-10.8458	1.75129	-2.58974
44	0	65	-14.5811	4.04687	-1.70001
1497	0	57	-13.6744	4.58764	-3.70404
2130	0	46	-13.0215	3.87394	-1.21979
1185	1	49	-15.2041	6.04504	-1.18644
1804	0	49	-11.7999	5.68512	1.35485
813	0	67	-11.1412	1.58201	-2.21609
3292	1	53	-13.9847	3.2715	-0.84515
1122	1	69	-9.51344	5.78383	-1.17747
3352	1	61	-12.9721	2.95615	-3.64418
3095	1	66	-12.2331	2.89604	-0.187865
726	1	50	-12.2551	3.22476	-0.644241
3188	1	68	-9.65737	4.93715	-0.0534855
3821	1	57	-11.1295	5.03589	0.941638
1221	1	51	-11.503	4.52826	-2.80054
2464	0	65	-12.126	6.41535	0.11867
3321	0	62	-12.0514	5.56639	-0.703498
1317	1	70	-14.3359	4.82209	-1.28498
735	0	58	-10.6132	3.05595	0.587694
1009	1	64	-12.5931	3.31674	-2.99064
2991	0	48	-11.317	5.18882	0.491144
368	1	61	-11.504	3.87152	1.53514
1230	0	57	-9.10502	4.60895	-1.21711
377	1	65	-12.4427	3.83332	-2.46177
3547	0	60	-14.068	4.55105	-3.11455
127	0	42	-11.6875	4.71758	-3.64693
482	1	64	-13.7921	3.2115	-3.65118
176	1	59	-13.2661	4.2211	-3.54072
190	1	69	-17.2221	7.41107	-1.31333
